sentiment,text,positive,negative
pos,"it's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period .",7,0
neg,"lástima por schwarzenegger , pero es hora de que deje la estafeta a las nuevas generaciones .",0,1
pos,it's never dull and always looks good .,2,1
pos,"the subtitled costume drama is set in a remote african empire before cell phones , guns , and the internal combustion engine , but the politics that thump through it are as timely as tomorrow .",4,4
neg,"just when the movie seems confident enough to handle subtlety , it dives into soapy bathos .",3,2
pos," "" birthday girl "" is an actor's movie first and foremost .",2,1
pos,"the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time .",4,0
neg,"a sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices .",2,3
pos,[leigh] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .,10,2
neg,it's one long bore .,1,1
neg,"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama .",4,1
pos,"for the most part , it's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .",7,1
pos,an engrossing and infectiously enthusiastic documentary .,2,1
pos,"84 minutes of rolling musical back beat and supercharged cartoon warfare . it's also , clearly , great fun .",6,2
pos,"what [denis] accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .",2,6
neg,does little more than play an innocuous game of fill-in- the-blanks with a tragic past .,4,1
neg,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . and that leaves a hole in the center of the salton sea .",6,4
pos,effective but too-tepid biopi,1,0
neg,"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .",3,4
pos,"simultaneously heart-breaking and very funny , the last kiss is really all about performances .",5,0
neg,"once ice-t sticks his mug in the window of the couple's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",0,8
neg,"too much of nemesis has a tired , talky feel .",0,4
pos,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .,6,1
neg,the movie quickly drags on becoming boring and predictable . i tried to read the time on my watch .,4,1
pos,it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .,2,0
pos,"it's a lovely , sad dance highlighted by kwan's unique directing style .",5,1
neg,"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves .",7,8
neg,it's an 88-minute highlight reel that's 86 minutes too long .,2,1
neg,it's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that's good is ultimately scuttled by a plot that's just too boring and obvious .,6,4
neg,completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse . . . a soulless hunk of exploitative garbage .,4,8
pos,"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",6,1
neg,a seriously bad film with seriously warped logic by writer-director kurt wimmer at the screenplay level .,2,5
neg,"my precious new star wars movie is a lumbering , wheezy drag . . .",3,3
neg,"the story is naturally poignant , but first-time screenwriter paul pender overloads it with sugary bits of business .",3,2
neg,"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity .",3,1
neg,indifferently implausible popcorn programmer of a movie .,2,1
pos,the most compelling wiseman epic of recent years .,3,0
neg,a bravura exercise in emptiness .,2,1
neg,what might have been acceptable on the printed page of iles' book does not translate well to the screen .,3,1
pos,"chilling in its objective portrait of dreary , lost twenty-first century america .",1,2
neg,"although it tries to be much more , it's really just another major league .",4,0
neg,"thoughtless , random , superficial humour and a lot of very bad scouse accent",1,4
pos,"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",7,3
pos,"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .",3,4
pos,visually striking and viscerally repellent .,3,0
neg,"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost .",3,0
pos,it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke .,3,4
pos,a terrifically entertaining specimen of spielbergian sci-fi .,3,0
neg,"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on .",1,3
pos,"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",3,5
pos,"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",7,1
pos,the film's only missteps come from the script's insistence on providing deep emotional motivation for each and every one of abagnale's antics .,5,2
neg,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .",4,4
neg,"at first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .",2,5
neg,"i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example .",4,5
pos,"watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals .",5,5
neg,"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .",3,7
neg,"downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .",2,2
neg,a story which fails to rise above its disgusting source material .,2,3
neg,the stories here suffer from the chosen format .,2,1
neg,director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking .,7,2
pos,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,9,2
neg,"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy .",4,5
pos,never once predictable .,1,0
pos,"with 'bowling for columbine , ' michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear .",3,4
neg,"some elements of it really blow the big one , but other parts are decent .",4,1
pos,"strip it of all its excess debris , and you'd have a 90-minute , four-star movie . as it is , it's too long and unfocused .",1,4
pos,"what "" empire "" lacks in depth it makes up for with its heart .",5,1
neg,a picture as erratic as its central character .,1,1
pos,the actors are fantastic . they are what makes it worth the trip to the theatre .,2,2
neg,"it's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film's shortcomings start to shine through .",6,5
neg,a well-acted movie that simply doesn't gel .,1,0
neg,don't waste your money .,1,1
pos,"half submarine flick , half ghost story , all in one criminally neglected fil",2,3
neg,"the ending doesn't work . . . but most of the movie works so well i'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .",6,3
pos,it's fascinating to see how bettany and mcdowell play off each other .,2,0
neg,"the documentary is much too conventional -- lots of boring talking heads , etc . -- to do the subject matter justice .",2,3
pos,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .",7,3
pos,"a brisk , reverent , and subtly different sequel .",2,1
pos,"though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .",7,2
pos,"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .",8,5
pos,a good thriller .,2,0
neg,not so much farcical as sour .,0,2
pos,gloriously goofy ( and gory ) midnight movie stuff .,1,3
neg," . . . expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",4,6
neg,pumpkin wants to have it both ways .,1,0
neg,"the production values are up there . the use of cgi and digital ink-and-paint make the thing look really slick . the voices are fine as well . the problem , it is with most of these things , is the script .",7,4
neg,you see robert de niro singing - and dancing to - west side story show tunes . choose your reaction : a . ) that sure is funny ! b . ) that sure is pathetic !,7,2
neg,i'd have to say the star and director are the big problems here .,3,1
neg,"the actors don't inhabit their roles -- they're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes .",6,6
pos,an emotionally strong and politically potent piece of cinema .,4,0
neg,"an ill-conceived jumble that's not scary , not smart and not engaging .",2,1
pos,will grab your children by the imagination and amaze them and amuse them .,4,1
neg,a grand fart coming from a director beginning to resemble someone's crazy french grandfather .,5,3
pos,"by not averting his eyes , solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .",2,3
neg,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .,4,4
pos,grainy photography mars an otherwise delightful comedy of errors .,4,2
neg,a painfully leaden film destined for pre-dawn cable television slots .,0,2
neg,skip this turd and pick your nose instead because you're sure to get more out of the latter experience .,3,5
pos,"the film brilliantly shines on all the characters , as the direction is intelligently accomplished .",4,0
pos,"i found the ring moderately absorbing , largely for its elegantly colorful look and sound .",7,0
neg,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,6,1
neg,its inescapable absurdities are tantamount to insulting the intelligence of anyone who hasn't been living under a rock ( since sept . 11 ) .,4,4
neg,"[green is] the comedy equivalent of saddam hussein , and i'm just about ready to go to the u . n . and ask permission for a preemptive strike .",3,2
neg,ends up offering nothing more than the latest schwarzenegger or stallone flick would .,2,1
neg,"i approached the usher and said that if she had to sit through it again , she should ask for a raise .",3,2
neg,"cacoyannis' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",7,5
neg,"a pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .",1,4
neg,there's not enough to sustain the comedy .,2,0
pos,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",10,2
neg,pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick .,5,4
neg,boyd's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon .,4,3
pos,"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",10,2
neg,"soul is what's lacking in every character in this movie and , subsequently , the movie itself .",3,1
pos,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film .",4,7
neg,"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .",6,3
neg,you'd be hard put to find a movie character more unattractive or odorous [than leon] .,1,3
pos,easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .,3,0
pos,"it's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .",7,2
pos,"i found myself liking the film , though in this case one man's treasure could prove to be another man's garbage .",4,1
pos,"makes s&m seem very romantic , and maggie gyllenhaal is a delight .",2,0
neg,"reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and ryoko hirosue makes us wonder if she is always like that .",4,4
neg,a beautifully shot but dull and ankle-deep 'epic . ,0,1
neg,"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another .",4,3
pos,"fontaine's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",4,3
pos,a movie that sends you out of the theater feeling like you've actually spent time living in another community .,3,1
pos,"' . . . the film's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . ",5,3
neg,an uneven film dealing with too many problems to be taken seriously .,1,4
neg,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience .",6,2
pos,one thing you have to give them credit for : the message of the movie is consistent with the messages espoused in the company's previous video work .,4,5
pos,a no-holds-barred cinematic treat .,1,0
pos,the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .,4,2
neg,it's just not very smart .,1,0
neg,"it's at once laughable and compulsively watchable , in its committed dumbness .",1,3
neg,"sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?",3,1
pos,together writer-director danny verete's three tales comprise a powerful and reasonably fulfilling gestalt .,6,0
neg,"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",6,2
neg,the trappings of i spy are so familiar you might as well be watching a rerun .,2,2
pos,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know .",4,0
pos,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,8,9
neg,"it's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",3,5
neg,'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ,3,6
pos,"some movies suck you in despite their flaws , and heaven is one such beast .",3,2
pos,"dark and disturbing , yet compelling to watch .",1,2
pos,"sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .",5,3
neg,"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes .",9,1
neg,"philip k . dick must be turning in his grave , along with my stomach .",2,4
pos,"it's a treat  a delightful , witty , improbable romantic comedy with a zippy jazzy score  grant and bullock make it look as though they are having so much fun .",10,4
pos,a beautifully observed character piece .,2,0
pos,"bogdanovich puts history in perspective and , via kirsten dunst's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",7,0
pos,eric byler's nuanced pic avoids easy sentiments and explanations . . .,3,1
pos,"although olivier assayas' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two .",9,3
pos,"[drumline] is entertaining for what it does , and admirable for what it doesn't do .",2,2
pos,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",9,4
neg,late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u . s . viewers off their feet .,3,5
pos,"though an important political documentary , this does not really make the case the kissinger should be tried as a war criminal .",3,3
pos,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency .,5,5
neg,"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you'd expect from the guy-in-a-dress genre , and a personal low for everyone involved .",4,4
pos,"'si bien no logra desarrollarse como un gran drama , tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales . ",3,1
neg,"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",3,5
neg,"by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .",6,4
pos,"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .",4,5
neg, . . . a pretentious mess . . .,0,2
neg,a whimsical if predictable time-travel fable marred by a willful single-mindedness .,3,2
neg,crush could be the worst film a man has made about women since valley of the dolls .,1,3
pos,lightweight but appealing .,1,1
pos,"[the digital effects] reminded me of terry gilliam's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",4,4
pos,"although frailty fits into a classic genre , in its script and execution it is a remarkably original work .",5,2
pos,[has] an immediacy and an intimacy that sucks you in and dares you not to believe it's all true .,4,2
neg,dramatically lackluster .,1,0
pos,the movie is a trove of delights .,1,0
pos,"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",8,3
neg,proves that a movie about goodness is not the same thing as a good movie .,4,1
pos,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",7,0
neg,"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .",5,5
pos,"an artful , intelligent film that stays within the confines of a well-established genre .",3,2
neg,a tedious parable about honesty and good sportsmanship .,3,2
neg,a pathetically inane and unimaginative cross between xxx and vertical limit .,3,3
neg,schneider's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story's continuity and progression .,7,2
neg,"given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster ; this time , there isn't much .",7,4
pos,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .",4,3
neg, . . . contains very few laughs and even less surprises .,2,1
pos,this flick is about as cool and crowd-pleasing as a documentary can get .,1,0
pos,director nancy savoca's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,7,5
pos,"creeps you out in high style , even if nakata did it better .",3,0
pos,"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .",4,1
pos,"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",3,1
neg,this movie seems to have been written using mad-libs . there can be no other explanation . hilariously inept and ridiculous .,3,2
pos,meyjes' provocative film might be called an example of the haphazardness of evil .,1,3
pos,"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .",6,2
pos,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .",7,2
pos,most of the things that made the original men in black such a pleasure are still there .,2,2
neg,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,8,6
pos,"for once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .",3,2
neg,what you expect is just what you get . . . assuming the bar of expectations hasn't been raised above sixth-grade height .,3,3
pos,the trials of henry kissinger is a remarkable piece of filmmaking   because you get it .,3,1
pos,"[kline's] utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who can't quite live up to it .",7,4
neg,"the satire is unfocused , while the story goes nowhere .",1,2
neg,i'm not exactly sure what this movie thinks it is about .,2,2
neg,nearly every attempt at humor here is doa .,1,0
pos,"if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful .",4,3
pos,"a compelling yarn , but not quite a ripping one .",3,1
pos,"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer's memory .",7,4
neg,"a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .",1,2
neg,fails to bring as much to the table .,1,1
neg,the rollerball sequences feel sanitised and stagey .,2,2
neg,"in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach .",6,2
pos,"an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocrac",5,3
pos,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .",3,4
pos,i whole-heartedly recommend that everyone see this movie-- for its historical significance alone .,3,1
neg,"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan .",3,4
pos,"family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",4,7
neg,"a one-trick pony whose few t&a bits still can't save itself from being unoriginal , unfunny and unrecommendable .",2,2
pos,"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut .",6,4
pos,"it's rather like a lifetime special -- pleasant , sweet and forgettable .",4,2
neg,"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .",4,1
pos,"an absorbing , slice-of-depression life that touches nerves and rings true .",5,0
neg,"intended to be a comedy about relationships , this wretched work falls flat in just about every conceivable area .",5,2
neg, . . . a bland murder-on-campus yawner .,0,2
neg," . . . a movie that , quite simply , shouldn't have been made .",1,1
neg,"too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 cannot fly over , tunnel under or barrel through .",8,4
neg,its one-sidedness . . . flirts with propaganda .,1,2
neg,"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",4,5
neg,"there's something unintentionally comic in the film's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .",6,6
neg,"will give many ministers and bible-study groups hours of material to discuss . but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",7,2
pos,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .,6,5
pos,almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called 'the gift of tears . ,6,3
neg,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .",4,2
pos,"high crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",3,4
pos,imagine a scenario where bergman approaches swedish fatalism using gary larson's far side humo,4,0
pos,"the movie's eventual success should be credited to dennis quaid , in fighting trim shape as an athlete as well as an acto",4,2
pos,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come .",9,4
pos,"chicago is , in many ways , an admirable achievement .",2,0
pos,a taut psychological thriller that doesn't waste a moment of its two-hour running time .,2,2
neg,"it's about following your dreams , no matter what your parents think . socrates motions for hemlock .",1,5
neg,"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge .",1,3
neg,"as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink .",5,5
neg,better to just call it abc kiarostami . for aids and africa are nothing more than part of the scenery .,2,2
neg, . . . would be a total loss if not for two supporting performances taking place at the movie's edges .,2,2
pos,"an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .",8,1
pos,trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son .,7,5
pos,"like the english patient and the unbearable lightness of being , the hours is one of those reputedly "" unfilmable "" novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",5,5
pos,top-notch action powers this romantic drama .,4,0
neg,"it doesn't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .",2,3
pos,"'film aficionados cannot help but love cinema paradiso , whether the original version or new director's cut . ",7,1
neg,"the attempt is courageous , even if the result is wildly uneven .",3,1
neg,"for all its violence , the movie is remarkably dull with only caine making much of an impression .",2,2
pos,ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made christmas card .,6,3
neg,"the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",3,6
neg, . . . its stupidities wind up sticking in one's mind a lot more than the cool bits .,2,3
neg,it takes talent to make a lifeless movie about the most heinous man who ever lived .,1,2
pos,"no wonder they're talking about "" talk to her . "" it's astonishing .",2,2
neg,this long and relentlessly saccharine film is a clear case of preaching to the converted .,4,2
neg,"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",2,5
pos,"flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary .",11,1
pos,"a fine documentary can be distinguished from a mediocre one by the better film's ability to make its subject interesting to those who aren't part of its supposed target audience . judging by those standards , 'scratch' is a pretty decent little documentary .",9,4
pos,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right .",4,1
neg,a tv episode inflated past its natural length .,1,1
neg,"it believes it's revealing some great human truths , when , in reality , it's churning ground that has long passed the point of being fertile .",10,1
neg,"the impulses that produced this project . . . are commendable , but the results are uneven .",2,2
pos,[broomfield] uncovers a story powerful enough to leave the screen sizzling with intrigue .,4,1
neg,julia is played with exasperating blandness by laura regan .,2,2
pos,what might have been a predictably heartwarming tale is suffused with complexity .,6,1
pos,"it may not be history  but then again , what if it is ?  but it makes for one of the most purely enjoyable and satisfying evenings at the movies i've had in a while .",4,1
neg,"an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",5,4
pos,"the plot of the comeback curlers isn't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what's unique and quirky about canadians .",10,3
neg,"an earnest racial-issues picture that might have gotten respectful critical praise in a different era -- say , the '60s .",4,2
neg,"it's a trifle of a movie , with a few laughs surrounding an unremarkable soft center .",3,2
pos,"a knowing look at female friendship , spiked with raw urban humor .",4,2
neg,"seemingly a vehicle to showcase the canadian's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr . drew barrymore .",4,3
neg, . . . hudlin is stuck trying to light a fire with soggy leaves .,2,2
neg,"once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddl",3,2
neg,[newton]wanders through charlie completely unaware she needs to show some presence and star quality .,3,4
pos,"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .",9,3
pos,"there aren't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) , but "" elling "" manages to do all three quite well , making it one of the year's most enjoyable releases .",7,4
pos,"an entertaining , colorful , action-filled crime story with an intimate heart .",5,1
neg,"a mild , reluctant , thumbs down .",1,2
pos,"purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro .",10,3
neg,an unsuccessful attempt at a movie of ideas .,0,1
pos, . . . an inviting piece of film .,1,0
neg,"a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years .",2,3
neg,"here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha .",2,7
pos,"a first-class road movie that proves you can run away from home , but your ego and all your problems go with you .",4,1
neg,don't let the subtitles fool you ; the movie only proves that hollywood no longer has a monopoly on mindless action .,2,5
neg,if sinise's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,3,5
neg,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . mom and dad can catch some quality naptime along the way .",9,1
pos,"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",4,3
pos,a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,2,2
neg,"it leers , offering next to little insight into its intriguing subject .",2,1
pos,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry .",6,0
neg,too timid to bring a sense of closure to an ugly chapter of the twentieth century .,4,2
neg," "" analyze that "" is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",1,3
pos,"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",9,4
pos,"[hawn's character]is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten .",3,5
pos,"even if you can't pronounce "" gyro "" correctly , you'll appreciate much of vardalos' humor , which transcends ethnic boundaries .",7,0
pos,the film's performances are thrilling .,2,0
pos,"a good film with a solid pedigree both in front of and , more specifically , behind the camera .",5,0
pos,"payne has created a beautiful canvas , and nicholson proves once again that he's the best brush in the business .",6,0
pos,'[the cockettes] provides a window into a subculture hell-bent on expressing itself in every way imaginable . ,3,2
pos,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country .",5,4
pos," the film is powerful , accessible and funny . you won't miss its messages , but you'll be entertained as well .",4,2
neg,"the mystery of enigma is how a rich historical subject , combined with so much first-rate talent . . . could have yielded such a flat , plodding picture .",8,1
pos, . . . the kind of entertainment that parents love to have their kids see .,3,1
neg,not exactly the bees knee,1,0
pos,"sure , it's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it's never as solid as you want it to be .",6,1
pos,the visuals alone make metropolis worth seeing .,2,1
pos,this is a superior horror flick .,1,1
pos,"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough .",3,2
pos,"strange , funny , twisted , brilliant and macabre .",2,3
neg,the cartoon that isn't really good enough to be on afternoon tv is now a movie that isn't really good enough to be in theaters .,5,0
pos,at its best early on as it plays the culture clashes between the brothers .,5,0
pos,it's refreshing to see a girl-power movie that doesn't feel it has to prove anything .,2,1
